ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000185565	protein_coding	LSAMP	37.2	778	364
ENSG00000185608	protein_coding	MRPL40	51.63	234	188
ENSG00000185630	protein_coding	PBX1	41.67	472	310
ENSG00000185651	protein_coding	UBE2L3	49.73	451	329
ENSG00000185658	protein_coding	BRWD1	38.65	262	221
ENSG00000185736	protein_coding	ADARB2	47.83	361	231
ENSG00000185742	protein_coding	C11orf87	44.27	373	260
ENSG00000185787	protein_coding	MORF4L1	45.4	948	477
ENSG00000185800	protein_coding	DMWD	57.64	170	143
ENSG00000185808	protein_coding	PIGP	42.2	267	218
ENSG00000185813	protein_coding	PCYT2	64.46	475	318
ENSG00000185818	protein_coding	NAT8L	66.04	668	358
ENSG00000185825	protein_coding	BCAP31	54.21	353	266
ENSG00000185896	protein_coding	LAMP1	50.64	1233	516
ENSG00000186010	protein_coding	NDUFA13	53.15	3896	782
ENSG00000186047	protein_coding	DLEU7	39.9	191	145
ENSG00000186063	protein_coding	AIDA	38.46	199	159
ENSG00000186106	protein_coding	ANKRD46	39.74	325	245
ENSG00000186111	protein_coding	PIP5K1C	60.55	301	220
ENSG00000186184	protein_coding	POLR1D	40.03	442	293
ENSG00000186187	protein_coding	ZNRF1	45.85	245	207
ENSG00000186231	protein_coding	KLHL32	38.88	92	70
ENSG00000186318	protein_coding	BACE1	49.51	268	202
ENSG00000186468	protein_coding	RPS23	44.59	4835	806
ENSG00000186469	protein_coding	GNG2	40.23	751	373
ENSG00000186472	protein_coding	PCLO	33.81	704	370
ENSG00000186479	protein_coding	RGS7BP	39.06	1099	496
ENSG00000186487	protein_coding	MYT1L	44.5	676	347
ENSG00000186501	protein_coding	TMEM222	51.87	492	336
ENSG00000186566	protein_coding	GPATCH8	40.95	210	184
ENSG00000186591	protein_coding	UBE2H	41.85	274	226
ENSG00000186642	protein_coding	PDE2A	55.35	236	172
ENSG00000186660	protein_coding	ZFP91	36.5	180	149
ENSG00000186732	protein_coding	MPPED1	52.28	741	422
ENSG00000186868	protein_coding	MAPT	49.7	1348	580
ENSG00000186908	protein_coding	ZDHHC17	36.11	228	192
ENSG00000187051	protein_coding	RPS19BP1	54.54	364	269
ENSG00000187094	protein_coding	CCK	47.79	2438	398
ENSG00000187109	protein_coding	NAP1L1	37.15	457	293
ENSG00000187123	protein_coding	LYPD6	39.87	499	167
ENSG00000187135	protein_coding	VSTM2B	51.2	424	278
ENSG00000187147	protein_coding	RNF220	47.21	469	317
ENSG00000187189	protein_coding	TSPYL4	47.62	1325	534
ENSG00000187239	protein_coding	FNBP1	43.76	193	126
ENSG00000187257	protein_coding	RSBN1L	39.26	184	153
ENSG00000187398	protein_coding	LUZP2	35.15	267	190
ENSG00000187446	protein_coding	CHP1	44.02	212	178
ENSG00000187479	protein_coding	C11orf96	53.15	211	158
ENSG00000187601	protein_coding	MAGEH1	47.5	345	253
ENSG00000187672	protein_coding	ERC2	40.68	139	104
ENSG00000187730	protein_coding	GABRD	62.51	235	159
ENSG00000187866	protein_coding	FAM122A	40.6	160	138
ENSG00000187954	protein_coding	CYHR1	61.94	375	281
ENSG00000187957	protein_coding	DNER	41.04	1136	486
ENSG00000188021	protein_coding	UBQLN2	44.3	296	231
ENSG00000188042	protein_coding	ARL4C	50.41	1272	542
ENSG00000188177	protein_coding	ZC3H6	36.91	207	156
ENSG00000188186	protein_coding	LAMTOR4	53.24	791	449
ENSG00000188191	protein_coding	PRKAR1B	54.13	1475	556
ENSG00000188229	protein_coding	TUBB4B	63.28	498	313
ENSG00000188343	protein_coding	FAM92A	38.54	348	260
ENSG00000188486	protein_coding	H2AFX	66.42	234	166
ENSG00000188517	protein_coding	COL25A1	36.89	64	40
ENSG00000188529	protein_coding	SRSF10	38.94	200	169
ENSG00000188554	protein_coding	NBR1	44.16	221	181
ENSG00000188582	protein_coding	PAQR9	41.68	207	162
ENSG00000188643	protein_coding	S100A16	57.24	370	115
ENSG00000188690	protein_coding	UROS	46.11	82	58
ENSG00000188706	protein_coding	ZDHHC9	43.4	172	122
ENSG00000188730	protein_coding	VWC2	39.85	322	217
ENSG00000188803	protein_coding	SHISA6	43.69	158	87
ENSG00000188807	protein_coding	TMEM201	59.34	147	126
ENSG00000188846	protein_coding	RPL14	44.36	5034	803
ENSG00000188895	protein_coding	MSL1	46.08	359	271
ENSG00000188986	protein_coding	NELFB	56.43	209	174
ENSG00000188994	protein_coding	ZNF292	37.68	219	189
ENSG00000189043	protein_coding	NDUFA4	37.54	8330	793
ENSG00000189056	protein_coding	RELN	37.49	1124	357
ENSG00000189058	protein_coding	APOD	45.96	352	109
ENSG00000189060	protein_coding	H1F0	53.2	892	453
ENSG00000189067	protein_coding	LITAF	49.14	184	91
ENSG00000189091	protein_coding	SF3B3	43.72	81	72
ENSG00000189227	protein_coding	C15orf61	38.9	260	211
ENSG00000189241	protein_coding	TSPYL1	39.82	337	255
ENSG00000189306	protein_coding	RRP7A	57.5	265	218
ENSG00000189367	protein_coding	KIAA0408	35.04	123	105
ENSG00000196072	protein_coding	BLOC1S2	47.31	446	320
ENSG00000196090	protein_coding	PTPRT	42.34	217	115
ENSG00000196104	protein_coding	SPOCK3	34.82	540	347
ENSG00000196141	protein_coding	SPATS2L	40.19	280	212
ENSG00000196199	protein_coding	MPHOSPH8	43.32	453	308
ENSG00000196220	protein_coding	SRGAP3	45.29	406	295
ENSG00000196227	protein_coding	FAM217B	42.7	237	183
ENSG00000196235	protein_coding	SUPT5H	51.42	180	146
ENSG00000196262	protein_coding	PPIA	47.06	2418	652
ENSG00000196338	protein_coding	NLGN3	52.1	294	233
ENSG00000196353	protein_coding	CPNE4	38.99	154	111
ENSG00000196361	protein_coding	ELAVL3	53.1	1767	637
ENSG00000196405	protein_coding	EVL	45.48	733	438
ENSG00000196449	protein_coding	YRDC	49.58	238	194
ENSG00000196459	protein_coding	TRAPPC2	42.18	266	217
ENSG00000196465	protein_coding	MYL6B	53.91	264	198
ENSG00000196470	protein_coding	SIAH1	45.2	78	46
ENSG00000196526	protein_coding	AFAP1	46.39	231	182
ENSG00000196531	protein_coding	NACA	47.57	2352	671
ENSG00000196544	protein_coding	BORCS6	65.58	198	166
ENSG00000196547	protein_coding	MAN2A2	55.3	342	262
ENSG00000196562	protein_coding	SULF2	50.48	214	163
ENSG00000196628	protein_coding	TCF4	37.78	3572	752
ENSG00000196636	protein_coding	SDHAF3	38.69	184	159
ENSG00000196642	protein_coding	RABL6	57.06	228	187
ENSG00000196655	protein_coding	TRAPPC4	48.86	808	458
ENSG00000196663	protein_coding	TECPR2	47.28	64	58
ENSG00000196683	protein_coding	TOMM7	41.61	1177	513
ENSG00000196712	protein_coding	NF1	37.62	288	228
ENSG00000196730	protein_coding	DAPK1	45.13	160	130
ENSG00000196776	protein_coding	CD47	37.38	887	462
ENSG00000196792	protein_coding	STRN3	38.51	167	131
ENSG00000196876	protein_coding	SCN8A	41.03	578	341
ENSG00000196914	protein_coding	ARHGEF12	37.52	323	233
ENSG00000196923	protein_coding	PDLIM7	60.73	253	210
ENSG00000196937	protein_coding	FAM3C	35.92	202	162
ENSG00000196961	protein_coding	AP2A1	54.57	461	327
ENSG00000197006	protein_coding	METTL9	42.83	549	376
ENSG00000197024	protein_coding	ZNF398	45.9	106	80
ENSG00000197045	protein_coding	GMFB	36.63	207	169
ENSG00000197063	protein_coding	MAFG	60.3	433	298
ENSG00000197102	protein_coding	DYNC1H1	47.38	689	411
ENSG00000197106	protein_coding	SLC6A17	50.59	902	450
ENSG00000197111	protein_coding	PCBP2	43.79	642	395
ENSG00000197170	protein_coding	PSMD12	40.02	395	279
ENSG00000197177	protein_coding	ADGRA1	60.33	248	156
ENSG00000197223	protein_coding	C1D	38.27	870	450
ENSG00000197345	protein_coding	MRPL21	50.69	309	247
ENSG00000197381	protein_coding	ADARB1	45.43	306	215
ENSG00000197386	protein_coding	HTT	45.83	276	209
ENSG00000197430	protein_coding	OPALIN	41.61	703	112
ENSG00000197451	protein_coding	HNRNPAB	53.61	317	243
ENSG00000197457	protein_coding	STMN3	59.38	4264	680
ENSG00000197461	protein_coding	PDGFA	60.14	363	244
ENSG00000197535	protein_coding	MYO5A	39.92	469	285
ENSG00000197555	protein_coding	SIPA1L1	39.56	269	205
ENSG00000197584	protein_coding	KCNMB2	37.71	214	150
ENSG00000197601	protein_coding	FAR1	36.04	165	133
ENSG00000197622	protein_coding	CDC42SE1	46.96	142	118
ENSG00000197694	protein_coding	SPTAN1	46.82	383	288
ENSG00000197728	protein_coding	RPS26	47.33	2464	694
ENSG00000197746	protein_coding	PSAP	47.68	2505	750
ENSG00000197756	protein_coding	RPL37A	44.42	5059	801
ENSG00000197780	protein_coding	TAF13	43.53	204	161
ENSG00000197872	protein_coding	FAM49A	42.98	302	220
ENSG00000197885	protein_coding	NKIRAS1	42.91	514	347
ENSG00000197958	protein_coding	RPL12	51.25	1047	503
ENSG00000197959	protein_coding	DNM3	37.28	707	369
ENSG00000197971	protein_coding	MBP	48.31	5179	228
ENSG00000198010	protein_coding	DLGAP2	47.91	181	155
ENSG00000198015	protein_coding	MRPL42	39.33	944	490
ENSG00000198053	protein_coding	SIRPA	51.36	349	265
ENSG00000198060	protein_coding	MARCH5	40.45	182	158
ENSG00000198121	protein_coding	LPAR1	38.26	234	88
ENSG00000198162	protein_coding	MAN1A2	35.34	748	445
ENSG00000198168	protein_coding	SVIP	36.62	234	197
ENSG00000198171	protein_coding	DDRGK1	54.35	418	291
ENSG00000198216	protein_coding	CACNA1E	43.9	114	83
ENSG00000198223	protein_coding	CSF2RA	50.88	212	175
ENSG00000198231	protein_coding	DDX42	42	263	201
ENSG00000198258	protein_coding	UBL5	52.38	1974	639
ENSG00000198265	protein_coding	HELZ	38.17	240	193
ENSG00000198300	protein_coding	PEG3	45.74	965	411
ENSG00000198355	protein_coding	PIM3	68.65	125	83
ENSG00000198356	protein_coding	GET3	53.33	363	276
ENSG00000198363	protein_coding	ASPH	38.17	642	373
ENSG00000198380	protein_coding	GFPT1	39.5	127	99
ENSG00000198420	protein_coding	TCAF1	39.07	525	340
ENSG00000198431	protein_coding	TXNRD1	42.37	52	39
ENSG00000198492	protein_coding	YTHDF2	43.57	83	41
ENSG00000198563	protein_coding	DDX39B	47.24	352	274
ENSG00000198597	protein_coding	ZNF536	46.3	449	306
ENSG00000198598	protein_coding	MMP17	61.93	545	325
ENSG00000198612	protein_coding	COPS8	38.3	459	329
ENSG00000198689	protein_coding	SLC9A6	40.97	257	202
ENSG00000198692	protein_coding	EIF1AY	35.59	310	229
ENSG00000198700	protein_coding	IPO9	41.9	157	140
ENSG00000198729	protein_coding	PPP1R14C	43.92	124	89
ENSG00000198736	protein_coding	MSRB1	58.61	328	251
ENSG00000198739	protein_coding	LRRTM3	35.7	429	264
ENSG00000198755	protein_coding	RPL10A	56.98	1771	608
ENSG00000198785	protein_coding	GRIN3A	38.53	516	197
ENSG00000198791	protein_coding	CNOT7	36.74	401	272
ENSG00000198794	protein_coding	SCAMP5	48.31	681	400
ENSG00000198797	protein_coding	BRINP2	41.88	339	249
ENSG00000198818	protein_coding	SFT2D1	43.21	171	122
ENSG00000198825	protein_coding	INPP5F	41.23	398	258
ENSG00000198833	protein_coding	UBE2J1	39.93	231	176
ENSG00000198835	protein_coding	GJC2	62.35	148	79
ENSG00000198836	protein_coding	OPA1	36.98	236	191
ENSG00000198841	protein_coding	KTI12	55.33	12	10
ENSG00000198853	protein_coding	RUSC2	44.22	227	179
ENSG00000198856	protein_coding	OSTC	39.57	522	358
ENSG00000198858	protein_coding	R3HDM4	58.93	455	308
ENSG00000198892	protein_coding	SHISA4	58.4	810	366
ENSG00000198898	protein_coding	CAPZA2	38.99	622	400
ENSG00000198900	protein_coding	TOP1	39.86	667	405
ENSG00000198910	protein_coding	L1CAM	59.97	325	191
ENSG00000198912	protein_coding	C1orf174	49.32	346	247
ENSG00000198914	protein_coding	POU3F3	62	240	151
ENSG00000198915	protein_coding	RASGEF1A	56.36	305	235
ENSG00000198918	protein_coding	RPL39	46.07	929	438
ENSG00000198919	protein_coding	DZIP3	35.7	228	193
ENSG00000198925	protein_coding	ATG9A	55.52	234	187
ENSG00000198931	protein_coding	APRT	64.29	349	246
ENSG00000198932	protein_coding	GPRASP1	49.32	438	291
ENSG00000198934	protein_coding	MAGEE1	54.03	334	242
ENSG00000198937	protein_coding	CCDC167	52.28	187	143
ENSG00000198954	protein_coding	KIF1BP	43.19	305	236
ENSG00000198961	protein_coding	PJA2	37.65	895	446
ENSG00000203667	protein_coding	COX20	38.72	317	251
ENSG00000203724	protein_coding	C1orf53	40.5	202	151
ENSG00000203772	protein_coding	SPRN	66.04	277	217
ENSG00000203879	protein_coding	GDI1	59.79	1194	563
ENSG00000204052	protein_coding	LRRC73	62.83	199	156
ENSG00000204065	protein_coding	TCEAL5	50.23	712	374
ENSG00000204070	protein_coding	SYS1	49.54	699	434
ENSG00000204103	protein_coding	MAFB	56.42	314	213
ENSG00000204120	protein_coding	GIGYF2	39.44	224	187
ENSG00000204178	protein_coding	MACO1	40.69	267	223
ENSG00000204217	protein_coding	BMPR2	41.12	177	148
ENSG00000204316	protein_coding	MRPL38	57.66	256	204
ENSG00000204370	protein_coding	SDHD	41.76	439	316
ENSG00000204406	protein_coding	MBD5	36.28	81	68
ENSG00000204442	protein_coding	FAM155A	37.44	190	143
ENSG00000204574	protein_coding	ABCF1	47.94	216	182
ENSG00000204673	protein_coding	AKT1S1	59.67	338	250
ENSG00000204842	protein_coding	ATXN2	42.52	224	187
ENSG00000204843	protein_coding	DCTN1	49.96	263	203
ENSG00000204851	protein_coding	PNMA8B	61.56	925	423
ENSG00000204856	protein_coding	FAM216A	43.73	373	251
ENSG00000204899	protein_coding	MZT1	38.81	417	275
ENSG00000204922	protein_coding	UQCC3	52.84	703	404
ENSG00000205116	protein_coding	TMEM88B	70.6	331	106
ENSG00000205138	protein_coding	SDHAF1	63.38	277	221
ENSG00000205155	protein_coding	PSENEN	49.79	536	359
ENSG00000205220	protein_coding	PSMB10	62.06	626	367
ENSG00000205323	protein_coding	SARNP	42.46	910	503
ENSG00000205356	protein_coding	TECPR1	56.22	245	195
ENSG00000205544	protein_coding	TMEM256	57.35	1498	599
ENSG00000205581	protein_coding	HMGN1	42.26	735	432
ENSG00000205629	protein_coding	LCMT1	45.35	278	210
ENSG00000205659	protein_coding	LIN52	40.2	82	57
ENSG00000205755	protein_coding	CRLF2	46.96	92	76
ENSG00000205758	protein_coding	CRYZL1	41.59	440	314
ENSG00000205795	protein_coding	CYS1	53.23	106	64
ENSG00000211445	protein_coding	GPX3	53.03	331	104
ENSG00000211460	protein_coding	TSN	44	585	382
ENSG00000211584	protein_coding	SLC48A1	52.68	917	428
ENSG00000212864	protein_coding	RNF208	68.39	495	326
ENSG00000213023	protein_coding	SYT3	53.83	196	163
ENSG00000213186	protein_coding	TRIM59	42.27	106	67
ENSG00000213190	protein_coding	MLLT11	46.4	4569	657
ENSG00000213221	protein_coding	DNLZ	64.43	647	404
ENSG00000213246	protein_coding	SUPT4H1	47.01	564	390
ENSG00000213316	protein_coding	LTC4S	67.09	103	50
ENSG00000213463	protein_coding	SYNJ2BP	39.55	195	164
ENSG00000213465	protein_coding	ARL2	55.28	613	387
ENSG00000213523	protein_coding	SRA1	45.85	486	319
ENSG00000213578	protein_coding	CPLX3	52.88	852	339
ENSG00000213585	protein_coding	VDAC1	47.29	1521	611
ENSG00000213593	protein_coding	TMX2	45.19	1033	502
ENSG00000213614	protein_coding	HEXA	45.73	229	168
ENSG00000213619	protein_coding	NDUFS3	48.67	460	305
ENSG00000213639	protein_coding	PPP1CB	38.98	397	281
ENSG00000213741	protein_coding	RPS29	43.43	4399	767
ENSG00000213760	protein_coding	ATP6V1G2	49.67	3530	623
ENSG00000213920	protein_coding	MDP1	50.75	211	177
ENSG00000213923	protein_coding	CSNK1E	55.79	532	345
ENSG00000213965	protein_coding	NUDT19	46.13	566	329
ENSG00000214046	protein_coding	SMIM7	47.85	510	348
ENSG00000214087	protein_coding	ARL16	56.96	251	194
ENSG00000214253	protein_coding	FIS1	51.92	1531	621
ENSG00000214338	protein_coding	SOGA3	39.44	479	324
ENSG00000214413	protein_coding	BBIP1	38.61	426	295
ENSG00000214517	protein_coding	PPME1	38.61	429	295
ENSG00000214736	protein_coding	TOMM6	50.87	416	283
ENSG00000214753	protein_coding	HNRNPUL2	46.25	265	206
ENSG00000215021	protein_coding	PHB2	53.07	344	267
ENSG00000215218	protein_coding	UBE2QL1	47.07	452	295
ENSG00000215301	protein_coding	DDX3X	42.76	357	272
ENSG00000215712	protein_coding	TMEM242	43.34	416	301
ENSG00000217236	protein_coding	SP9	59.32	241	182
ENSG00000220205	protein_coding	VAMP2	58.14	4245	696
ENSG00000221823	protein_coding	PPP3R1	37.41	618	364
ENSG00000221866	protein_coding	PLXNA4	46.94	160	118
ENSG00000221890	protein_coding	NPTXR	55.46	250	192
ENSG00000221914	protein_coding	PPP2R2A	37.6	236	186
ENSG00000221946	protein_coding	FXYD7	52.39	667	338
ENSG00000221978	protein_coding	CCNL2	51.38	440	321
ENSG00000224531	protein_coding	SMIM13	42.31	424	275
ENSG00000225921	protein_coding	NOL7	38.68	561	354
ENSG00000225968	protein_coding	ELFN1	55.76	332	121
ENSG00000229833	protein_coding	PET100	56.01	611	391
ENSG00000230124	protein_coding	ACBD6	37.67	266	220
ENSG00000230989	protein_coding	HSBP1	44.7	2358	685
ENSG00000232112	protein_coding	TMA7	47.75	2006	661
ENSG00000232859	protein_coding	LYRM9	47.84	257	173
ENSG00000233276	polymorphic_pseudogene	GPX1	62.21	472	279
ENSG00000233493	protein_coding	TMEM238	57.1	27	23
ENSG00000233927	protein_coding	RPS28	57.12	2517	656
ENSG00000233932	protein_coding	CTXN2	36.08	406	237
ENSG00000233954	protein_coding	UQCRHL	46.93	3121	705
ENSG00000234545	protein_coding	FAM133B	37.44	475	334
ENSG00000235169	protein_coding	SMIM1	64.96	143	84
ENSG00000239382	protein_coding	ALKBH6	56.33	217	182
ENSG00000239672	protein_coding	NME1	46.45	2356	667
ENSG00000239789	protein_coding	MRPS17	49.74	523	350
ENSG00000240230	protein_coding	COX19	58.96	312	246
ENSG00000240694	protein_coding	PNMA2	48.67	218	174
ENSG00000240849	protein_coding	TMEM189	52.37	245	182
ENSG00000240857	protein_coding	RDH14	41.87	189	151
ENSG00000240891	protein_coding	PLCXD2	39.37	266	190
ENSG00000240972	protein_coding	MIF	69.82	2708	662
ENSG00000241468	protein_coding	ATP5MF	53.67	2975	715
ENSG00000241553	protein_coding	ARPC4	48.44	493	345
ENSG00000241563	protein_coding	CORT	47.16	532	214
ENSG00000241685	protein_coding	ARPC1A	45.22	1097	447
ENSG00000241697	protein_coding	TMEFF1	39.37	478	310
ENSG00000241837	protein_coding	ATP5PO	43.23	2039	641
ENSG00000241973	protein_coding	PI4KA	47.81	309	229
ENSG00000242028	protein_coding	HYPK	49.58	949	475
ENSG00000242173	protein_coding	ARHGDIG	69.54	1191	449
ENSG00000242372	protein_coding	EIF6	52.05	316	235
ENSG00000242485	protein_coding	MRPL20	53.02	907	445
ENSG00000243147	protein_coding	MRPL33	39.12	768	456
ENSG00000243279	protein_coding	PRAF2	60.73	613	391
ENSG00000243927	protein_coding	MRPS6	40.3	88	79
ENSG00000243943	protein_coding	ZNF512	41.21	286	224
ENSG00000244005	protein_coding	NFS1	46.44	151	125
ENSG00000244038	protein_coding	DDOST	50.61	234	199
ENSG00000244045	protein_coding	TMEM199	47.07	308	250
ENSG00000244187	protein_coding	TMEM141	62.16	287	173
ENSG00000244274	protein_coding	DBNDD2	55.82	353	230
ENSG00000244694	protein_coding	PTCHD4	36.75	445	276
ENSG00000244754	protein_coding	N4BP2L2	39.02	186	146
ENSG00000246705	protein_coding	H2AFJ	45.61	1143	546
ENSG00000249915	protein_coding	PDCD6	51.3	443	318
ENSG00000249992	protein_coding	TMEM158	66.85	281	195
ENSG00000250317	protein_coding	SMIM20	45.19	202	175
ENSG00000250479	protein_coding	CHCHD10	64.1	3015	588
ENSG00000250510	protein_coding	GPR162	61.54	616	384
ENSG00000253368	protein_coding	TRNP1	55.83	136	92
ENSG00000253457	protein_coding	SMIM18	36.33	50	36
ENSG00000253719	protein_coding	ATXN7L3B	38.67	2111	682
ENSG00000254772	protein_coding	EEF1G	47.78	2164	651
ENSG00000254901	protein_coding	BORCS8	54.34	195	168
ENSG00000254999	protein_coding	BRK1	44.91	911	490
ENSG00000255072	protein_coding	PIGY	44.24	784	443
ENSG00000255302	protein_coding	EID1	39.56	378	261
ENSG00000255529	protein_coding	POLR2M	42.65	1356	564
ENSG00000257704	protein_coding	INAFM1	70.32	533	326
ENSG00000257727	protein_coding	CNPY2	48.93	397	307
ENSG00000257949	protein_coding	TEN1	49.22	261	202
ENSG00000258289	protein_coding	CHURC1	41.09	329	250
ENSG00000258315	protein_coding	C17orf49	58.07	199	174
ENSG00000258818	protein_coding	RNASE4	42.91	129	55
ENSG00000258947	protein_coding	TUBB3	58.5	941	416
ENSG00000259494	protein_coding	MRPL46	40.93	245	191
ENSG00000260230	protein_coding	FRRS1L	42.27	608	374
ENSG00000261115	protein_coding	TMEM178B	43.29	303	242
ENSG00000261678	protein_coding	SCRT1	66.53	271	202
ENSG00000261857	protein_coding	MIA	49.41	419	143
ENSG00000262655	protein_coding	SPON1	41.98	56	20
ENSG00000262814	protein_coding	MRPL12	57.65	808	446
ENSG00000263001	protein_coding	GTF2I	43.08	362	283
ENSG00000264364	protein_coding	DYNLL2	49	2873	692
ENSG00000265241	protein_coding	RBM8A	46.78	440	322
ENSG00000265491	protein_coding	RNF115	41.92	167	146
ENSG00000266028	protein_coding	SRGAP2	42.75	255	208
ENSG00000266472	protein_coding	MRPS21	46.58	623	391
ENSG00000267855	protein_coding	NDUFA7	52.34	1840	633
ENSG00000269858	protein_coding	EGLN2	59.14	468	332
ENSG00000271303	protein_coding	SRXN1	52.81	275	208
ENSG00000272047	protein_coding	GTF2H5	40.89	1323	592
ENSG00000272325	protein_coding	NUDT3	42.12	392	287
ENSG00000273079	protein_coding	GRIN2B	40.62	1886	604
ENSG00000273611	protein_coding	ZNHIT3	45.77	542	352
ENSG00000273899	protein_coding	NOL12	54.42	195	150
ENSG00000274070	protein_coding	CASTOR2	52.97	423	301
ENSG00000274211	protein_coding	SOCS7	45.25	201	151
ENSG00000275066	protein_coding	SYNRG	40.77	145	115
ENSG00000275074	protein_coding	NUDT18	63.12	266	212
ENSG00000275832	protein_coding	ARHGAP23	55.44	246	163
ENSG00000276293	protein_coding	PIP4K2B	49.36	179	141
ENSG00000277363	protein_coding	SRCIN1	56.67	821	432
ENSG00000277586	protein_coding	NEFL	44.93	73	41
ENSG00000277791	protein_coding	PSMB3	49.04	647	402
ENSG00000278311	protein_coding	GGNBP2	42.08	534	352
ENSG00000278540	protein_coding	ACACA	41.28	149	118
ENSG00000278588	protein_coding	HIST1H2BI	58.79	488	256
ENSG00000285441	protein_coding	SOD2	42.38	344	251
